character_id,primary_name,alias_text,alias_type,action,rule,note
464,Jorin din Jubai White Wing,Windfinder,title,KEEP,,Title of the Sea Folk woman who controls the winds/navigation
465,Toram,Cargomaster,title,KEEP,,His role aboard the Wavedancer
467,Alteima,High Lady Alteima,title,DROP,rank_decorated,
467,Alteima,the High Lady Alteima,title,DROP,rank_decorated,
468,Estanda,High Lady Estanda,title,DROP,rank_decorated,
469,Leitha,Lady of the Land,title,KEEP,,
470,Jeade'en,True Finder,epithet,KEEP,,"Translation in Old Tongue of the name Jeade'en, as noted by Rand"
471,Pips,bay,epithet,KEEP,,
471,Pips,blunt-nosed,epithet,KEEP,,
471,Pips,blunt-nosed bay gelding,epithet,KEEP,,
471,Pips,gelding,epithet,COLLAPSE,article_dup,Mat's gelding
471,Pips,nondescript brown gelding,epithet,KEEP,,
471,Pips,the gelding,epithet,KEEP,,
472,Couladin,Car'a'carn,title,KEEP,,Falsely claimed
476,Sealdre,Wise One,title,KEEP,,Implied by her ability to speak with other Wise Ones in dreams
502,Solinda,Solinda Sedai,title,DROP,rank_decorated,
510,Ihvon,slim Warder,epithet,KEEP,,
511,Jac al'Seen,Master al'Seen,title,DROP,rank_decorated,
512,Elisa al'Seen,Mistress al'Seen,title,DROP,rank_decorated,
513,Astelle al'Seen,Old Mistress al'Seen,title,KEEP,,
515,Flann Lewin,Master Lewin,title,DROP,rank_decorated,
518,Natley Lewin,Nat,nickname,KEEP,,
526,Natti Cauthon,Mistress Cauthon,title,DROP,rank_decorated,
527,Bodewhin Cauthon,Bode,nickname,KEEP,,
529,Hadnan Kadere,merchant,epithet,COLLAPSE,article_dup,
529,Hadnan Kadere,peddler,epithet,REVIEW,generic_role,
529,Hadnan Kadere,the merchant,epithet,REVIEW,generic_role,
529,Hadnan Kadere,Master Kadere,title,DROP,rank_decorated,
531,Dorindha,Maiden,epithet,KEEP,,
531,Dorindha,roofmistress,title,KEEP,,roofmistress of Smoke Springs Hold
532,Isendre,sorda,epithet,KEEP,,Aiel insult meaning a sly rat
534,Adelin,yellow-haired woman,epithet,KEEP,,Described as yellow-haired in the text
540,Bethamin Zeami,Bethamin Zeami,primary,PROMOTE,promotion,from 'Bethamin'
540,Bethamin Zeami,Mistress Zeami,title,DROP,rank_decorated,
540,Bethamin Zeami,sul'dam,title,KEEP,,
541,Rendra,innkeeper,epithet,REVIEW,generic_role,
541,Rendra,Mistress Rendra,title,DROP,rank_decorated,innkeeper of the Three Plum Court
557,Danelle,dreamy Brown sister,epithet,REVIEW,generic_role,
557,Danelle,young Brown,epithet,KEEP,,
558,Joline Maza,Green,epithet,KEEP,,
558,Joline Maza,Joline Aes Sedai,title,DROP,rank_decorated,
561,Temaile Kinderode,Black sister,epithet,REVIEW,generic_role,
562,Amathera,da'covale,epithet,KEEP,,
562,Amathera,Panarch,title,COLLAPSE,article_dup,
562,Amathera,Panarch Amathera,title,KEEP,,
562,Amathera,Panarch of Tarabon,title,KEEP,,
562,Amathera,the Panarch,title,KEEP,,Panarch of Tarabon
563,Ispan Shefar,Ispan Shefar,primary,PROMOTE,promotion,from 'Ispan'
563,Ispan Shefar,Black sister,epithet,REVIEW,generic_role,Elayne refers to her as the Black sister
563,Ispan Shefar,Darkfriend,epithet,KEEP,,
563,Ispan Shefar,Shadowrunner,epithet,KEEP,,used by Aviendha and others to describe her as a darkfriend/Black Ajah
563,Ispan Shefar,Taraboner woman,epithet,KEEP,,
563,Ispan Shefar,Ispan Sedai,title,DROP,rank_decorated,
563,Ispan Shefar,Lady Ispan,title,DROP,rank_decorated,The cook refers to her as Lady Ispan; Elayne notes there is an Ispan on the list of Black sisters. Not yet directly present but has an active room in the palace.
564,Jerinvar Barstere,Jer,nickname,KEEP,,
564,Jerinvar Barstere,Mayor of Watch Hill,title,KEEP,,
566,Sevanna of the Jumai Shaido,Sevanna of the Jumai Shaido,primary,PROMOTE,promotion,from 'Sevanna'
566,Sevanna of the Jumai Shaido,Lina,nickname,KEEP,,"Therava's contemptuous nickname for Galina, not Sevanna — recorded under Galina"
566,Sevanna of the Jumai Shaido,Lady Sevanna,title,DROP,rank_decorated,
566,Sevanna of the Jumai Shaido,roofmistress,title,KEEP,,Stands for Suladric as roofmistress of Comarda Hold
566,Sevanna of the Jumai Shaido,Wise One,title,KEEP,,Contested claim; she served no apprenticeship
574,Teslyn Baradon,Teslyn Baradon,primary,PROMOTE,promotion,from 'Teslyn'
574,Teslyn Baradon,damane,epithet,KEEP,,
574,Teslyn Baradon,Tessi,nickname,KEEP,,Name used by the der'sul'dam for Teslyn as damane
575,Javindhra,Sitter for the Red,title,KEEP,,Sitter for the Red Ajah in the Hall of the Tower
578,Silviana,Mistress of Novices,title,KEEP,,
579,Elegar,Lord Elegar,title,DROP,rank_decorated,
580,Graendal,Chosen,epithet,KEEP,,
580,Graendal,Forsaken,epithet,KEEP,,
583,Admer Nem,Master Nem,title,DROP,rank_decorated,
587,Enaila,diminutive woman,epithet,KEEP,,
587,Enaila,fiery-haired Enaila,epithet,KEEP,,
588,Melindhra,Shaido Maiden,epithet,KEEP,,described as the Shaido Maiden Mat has taken up with
594,Sorilea,bony old woman,epithet,KEEP,,
594,Sorilea,"leather-faced, white-haired Wise One",epithet,KEEP,,
594,Sorilea,leathery white-haired Wise One,epithet,KEEP,,
594,Sorilea,white-haired harridan,epithet,KEEP,,
594,Sorilea,Wise One,title,KEEP,,
594,Sorilea,Wise One of Shende Hold,title,KEEP,,
595,Sulin,Far Dareis Mai,epithet,KEEP,,Used as a form of address by Rand
595,Sulin,Maiden,epithet,KEEP,,
595,Sulin,odd serving woman,epithet,KEEP,,Perrin perceives her as a servant due to her current role/punishment
595,Sulin,white-haired leader of Rand's escort of Aiel Maidens,epithet,KEEP,,
595,Sulin,white-haired Maiden,epithet,KEEP,,
595,Sulin,white-haired serving woman,epithet,KEEP,,Sulin has been disguised as a servant to meet toh; she reveals herself in this chapter
595,Sulin,white-haired woman,epithet,KEEP,,
595,Sulin,My Lord Dragon,title,KEEP,,Form of address she uses for Rand
595,Sulin,roofmistress,title,KEEP,,roofmistress of the Roof of the Maidens in Rhuidean; she told the Maidens who stayed to choose another and now leads those traveling
596,Ronde Macura,seamstress,epithet,REVIEW,generic_role,runs the seamstress shop in Mardecin
596,Ronde Macura,Mistress Macura,title,DROP,rank_decorated,
600,Duranda Tharne,Mistress Tharne,title,DROP,rank_decorated,
603,Traveler,big-nosed bay,epithet,KEEP,,
603,Traveler,big-nosed bay gelding,epithet,KEEP,,
603,Traveler,sturdy bay gelding,epithet,KEEP,,
604,Valan Luca,pretty man,epithet,KEEP,,Birgitte's nickname for him
604,Valan Luca,showman extraordinary,epithet,KEEP,,self-applied epithet
604,Valan Luca,Master Luca,title,DROP,rank_decorated,
605,Mistress Jharen,innkeeper,epithet,REVIEW,generic_role,runs The Light of Truth inn in Sienda
606,Mistress Alfara,innkeeper,epithet,REVIEW,generic_role,"innkeeper of Bellon Ford Inn in Bellon, Amadicia"
607,Sierin Vayu,Amyrlin Seat,title,KEEP,,was raised Amyrlin shortly after Moiraine and Siuan began their search
610,Cerandin,the pale-haired Seanchan woman,epithet,KEEP,,
610,Cerandin,the Seanchan woman,epithet,KEEP,,
611,Petra,strongman,epithet,KEEP,,
614,Taeric,Chavana,nickname,KEEP,,Claims to be one of the Chavana brothers; acrobat
615,Barit,Chavana,nickname,KEEP,,Claims to be one of the Chavana brothers; acrobat
628,Edesina Azzedin,Edesina Azzedin,primary,PROMOTE,promotion,from 'Edesina'
628,Edesina Azzedin,damane,epithet,KEEP,,
629,Kiruna Nachiman,Kiruna Nachiman,primary,PROMOTE,promotion,from 'Kiruna'
629,Kiruna Nachiman,Green sister,epithet,REVIEW,generic_role,
629,Kiruna Nachiman,Kiruna Sedai,title,DROP,rank_decorated,
631,Morvrin,stout Brown sister,epithet,REVIEW,generic_role,
634,Nuhel,Illianer Warder,epithet,KEEP,,
634,Nuhel,Nuhel Gaidin,title,KEEP,,
635,Meresin,Lieutenant Lord Meresin,title,KEEP,,
636,Daricain,Lieutenant Lord Daricain,title,KEEP,,
637,Morsa,Lady Morsa,title,DROP,rank_decorated,
638,Jalindin,Seeker,title,KEEP,,Title within the Seanchan Seekers for Truth organization
638,Jalindin,Seeker for Truth,title,KEEP,,
642,Alliandre Maritha Kigarin,Alliandre Maritha Kigarin,primary,PROMOTE,promotion,from 'Alliandre'
642,Alliandre Maritha Kigarin,"Alliandre, Blessed of the Light, Queen of Ghealdan",title,KEEP,,Full formal title as stated by Uno
642,Alliandre Maritha Kigarin,Blessed of the Light,title,KEEP,,
642,Alliandre Maritha Kigarin,Defender of Garen's Wall,title,KEEP,,
642,Alliandre Maritha Kigarin,Queen Alliandre,title,KEEP,,
642,Alliandre Maritha Kigarin,Queen of Ghealdan,title,KEEP,,
643,Muelin,contortionist,epithet,KEEP,,
644,Weiramon Saniago,Weiramon Saniago,primary,PROMOTE,promotion,from 'Weiramon'
644,Weiramon Saniago,High Lord Weiramon,title,DROP,rank_decorated,
644,Weiramon Saniago,my Lord Dragon,title,KEEP,,form of address used by Weiramon to Rand
646,Roidan of the Thunder Walkers,Roidan of the Thunder Walkers,primary,PROMOTE,promotion,from 'Roidan'
647,Kin Tovere,lensmaker,epithet,KEEP,,craftsman who makes lenses and looking glasses
647,Kin Tovere,Master Tovere,title,DROP,rank_decorated,
652,Melanril,House Asegora,title,KEEP,,Member of House Asegora
654,Talmanes Delovinde,Talmanes Delovinde,primary,PROMOTE,promotion,from 'Talmanes'
654,Talmanes Delovinde,Lord Talmanes,title,DROP,rank_decorated,
654,Talmanes Delovinde,Talmanes of House Delovinde,title,KEEP,,
655,Nalesean,Tairen,epithet,KEEP,,
655,Nalesean,Lord Nalesean,title,DROP,rank_decorated,
657,Dobraine Taborwin,Dobraine Taborwin,primary,PROMOTE,promotion,from 'Dobraine'
657,Dobraine Taborwin,High Seat of House Taborwin,title,KEEP,,
657,Dobraine Taborwin,Lord Dobraine,title,DROP,rank_decorated,
657,Dobraine Taborwin,Lord Dobraine Taborwin,title,DROP,rank_decorated,
658,Colavaere Saighan,Colavaere Saighan,primary,PROMOTE,promotion,from 'Colavaere'
658,Colavaere Saighan,Lady Colavaere,title,DROP,rank_decorated,
658,Colavaere Saighan,My Lady Colavaere,title,KEEP,,
658,Colavaere Saighan,Queen of Cairhien,title,KEEP,,Self-proclaimed; stripped by Rand
659,Maringil,Lord Maringil,title,DROP,rank_decorated,
667,Brugh,Chavana,nickname,KEEP,,One of a pair of brothers called the Chavanas
668,Agni Neres,Captain Neres,title,KEEP,,
669,Nicola Treehill,Nicola Treehill,primary,PROMOTE,promotion,from 'Nicola'
669,Nicola Treehill,novice,epithet,KEEP,,Her rank in Salidar
671,Areina Nermasiv,Areina Nermasiv,primary,PROMOTE,promotion,from 'Areina'
671,Areina Nermasiv,Hunter for the Horn,epithet,KEEP,,
675,Phaedrine,Phaedrine Sedai,title,DROP,rank_decorated,
679,Somara of the Bent Peak Daryne,Somara of the Bent Peak Daryne,primary,PROMOTE,promotion,from 'Somara'
679,Somara of the Bent Peak Daryne,flaxen-haired friend,epithet,KEEP,,
679,Somara of the Bent Peak Daryne,flaxen-haired Somara,epithet,KEEP,,
679,Somara of the Bent Peak Daryne,flaxen-haired woman,epithet,KEEP,,
679,Somara of the Bent Peak Daryne,flaxen-headed,epithet,KEEP,,
680,Turol of the Stone Dogs,Turol of the Stone Dogs,primary,PROMOTE,promotion,from 'Turol'
682,Davram Bashere,the Saldaean,epithet,KEEP,,
682,Davram Bashere,Lord Bashere,title,DROP,rank_decorated,
682,Davram Bashere,"Lord of Bashere, Tyr and Sidona",title,KEEP,,
682,Davram Bashere,"Lord of Bashere, Tyr and Sidona, Guardian of the Blightborder, Defender of the Heartland, Marshal-General to Queen Tenobia of Saldaea",title,KEEP,,
682,Davram Bashere,Marshal-General of Saldaea,title,KEEP,,
683,Shaidar Haran,Halfman,epithet,KEEP,,Generic Myrddraal term applied to this individual
683,Shaidar Haran,Hand of the Dark,epithet,KEEP,,Translation of 'Shaidar Haran' in the Old Tongue
683,Shaidar Haran,Hand of the Shadow,epithet,KEEP,,
683,Shaidar Haran,the Myrddraal,epithet,KEEP,,
683,Shaidar Haran,Mia'cova,title,KEEP,,"Title meaning 'One Who Owns Me' / 'My Owner', used by Moghedien when addressing it"
684,Ailron,"Ailron, Anointed by the Light, King and Defender of Amadicia, Guardian of the Southern Gate",title,KEEP,,
684,Ailron,King of Amadicia,title,KEEP,,
685,Mesaana,Chosen,epithet,KEEP,,
685,Mesaana,Forsaken,epithet,KEEP,,
685,Mesaana,Great Mistress,title,KEEP,,
686,Semirhage,Chosen,epithet,KEEP,,
686,Semirhage,Forsaken,epithet,KEEP,,
687,Osan'gar,Chosen,epithet,KEEP,,Implied—one of the Forsaken reborn
687,Osan'gar,Forsaken,epithet,KEEP,,
687,Osan'gar,Asha'man Dashiva,title,KEEP,,
688,Aran'gar,Chosen,epithet,KEEP,,Implied—one of the Forsaken reborn
688,Aran'gar,Delana Sedai's secretary,epithet,KEEP,,
688,Aran'gar,Forsaken,epithet,KEEP,,
689,Coiren,Ambassador from the White Tower,title,KEEP,,
689,Coiren,Coiren Sedai,title,DROP,rank_decorated,
690,Katerine Alruddin,Katerine Sedai,title,DROP,rank_decorated,
691,Galina Casban,da'tsang,epithet,KEEP,,Declared despised one by Sevanna and the Wise Ones
691,Galina Casban,gai'shain,epithet,KEEP,,
691,Galina Casban,Lina,nickname,KEEP,,Therava's contemptuous nickname for her
691,Galina Casban,little Lina,nickname,KEEP,,
691,Galina Casban,Galina Sedai,title,DROP,rank_decorated,
691,Galina Casban,Highest,title,KEEP,,Called this privately by other Red sisters as head of the Red Ajah
693,Therava,eagle-eyed Wise One,epithet,KEEP,,
693,Therava,eagle-faced woman,epithet,KEEP,,
693,Therava,Wise One,title,KEEP,,
695,Janya Frende,Janya Sedai,title,DROP,rank_decorated,
696,Tiana Noselle,Mistress of Novices,title,KEEP,,In Salidar
697,Erian Boroleos,Erian Boroleos,primary,PROMOTE,promotion,from 'Erian'
697,Erian Boroleos,pale Illianer sister,epithet,REVIEW,generic_role,
698,Nesune Bihara,Nesune Bihara,primary,PROMOTE,promotion,from 'Nesune'
698,Nesune Bihara,dark-haired Brown sister,epithet,REVIEW,generic_role,
698,Nesune Bihara,slender Brown,epithet,KEEP,,
698,Nesune Bihara,"slender, bird-like sister",epithet,REVIEW,generic_role,
700,Mil Tesen,old Mil,nickname,DROP,descriptor_epithet,
700,Mil Tesen,Master Tesen,title,DROP,rank_decorated,
701,Sebban Balwer,Sebban Balwer,primary,PROMOTE,promotion,from 'Balwer'
701,Sebban Balwer,secretary,epithet,KEEP,,Referred to as Niall's dried-up little secretary
701,Sebban Balwer,sparrow perched on the saddle,epithet,KEEP,,
701,Sebban Balwer,Master Balwer,title,DROP,rank_decorated,
706,Arymilla,Lady Arymilla,title,DROP,rank_decorated,
707,Elenia,Lady Elenia,title,DROP,rank_decorated,
708,Jarid,High Seat of Sarand,title,KEEP,,
711,Lir,Lord Lir,title,DROP,rank_decorated,
712,Henren,Lord Henren,title,DROP,rank_decorated,
713,Carlys,Lady Carlys,title,DROP,rank_decorated,
715,Nasin,Lord Nasin,title,DROP,rank_decorated,
718,Liah,scar-faced,epithet,KEEP,,
719,Damer Flinn,bald-headed old man with a fringe of white hair,epithet,KEEP,,
719,Damer Flinn,grizzled Asha'man,epithet,KEEP,,
719,Damer Flinn,grizzled Damer,epithet,DROP,descriptor_epithet,
719,Damer Flinn,grizzled old Damer,epithet,DROP,descriptor_epithet,
719,Damer Flinn,grizzled onetime Guardsman,epithet,KEEP,,
719,Damer Flinn,the old man,epithet,KEEP,,
719,Damer Flinn,Master Flinn,title,DROP,rank_decorated,
720,Eben Hopwil,young Eben,epithet,DROP,descriptor_epithet,
727,Semaradrid Maravin,Semaradrid Maravin,primary,PROMOTE,promotion,from 'Semaradrid'
727,Semaradrid Maravin,Lord Semaradrid,title,DROP,rank_decorated,
732,Olver,young Olver,epithet,DROP,descriptor_epithet,
733,Harnan,file leader,epithet,KEEP,,
735,Paers,Lord Paers,title,DROP,rank_decorated,
736,Culen,Lord Culen,title,DROP,rank_decorated,
738,Chiape,Sh'boan,title,KEEP,,Was Sh'boan (a kind of empress) in the lands beyond the Aiel Waste before being taken by Graendal
739,Shaofan,Sh'botay,title,KEEP,,Was to become Sh'botay (emperor-figure) in the lands beyond the Aiel Waste before being taken by Graendal
744,Ituralde,Lord Ituralde,title,DROP,rank_decorated,
747,Sarena,Lady Sarena,title,DROP,rank_decorated,
749,Tarna Feir,Red sister,epithet,REVIEW,generic_role,How Salidar characters refer to her
749,Tarna Feir,the Red,epithet,KEEP,,
749,Tarna Feir,Tower envoy,epithet,KEEP,,
749,Tarna Feir,yellow-haired Red sister,epithet,REVIEW,generic_role,
749,Tarna Feir,Tarna Sedai,title,DROP,rank_decorated,
750,Abdel Omerna,Lord Captain,title,REVIEW,empty_residue,
750,Abdel Omerna,"Lord Captain, Anointed of the Light",title,KEEP,,
756,Dagendra,blocky Maiden,epithet,KEEP,,
767,Reene Harfor,First Maid,title,KEEP,,
767,Reene Harfor,Mistress Harfor,title,DROP,rank_decorated,
768,Halwin Norry,chief clerk,title,KEEP,,
768,Halwin Norry,First Clerk,title,KEEP,,referred to as 'the First Clerk'
768,Halwin Norry,Master Norry,title,DROP,rank_decorated,
769,Master Dilham,innkeeper,epithet,REVIEW,generic_role,
769,Master Dilham,round-faced man with three chins,epithet,KEEP,,
770,Henre Haslin,Master of the Sword,title,KEEP,,Former Master of the Sword for the Queen's Guards
771,Jonan Adley,Jonan Adley,primary,PROMOTE,promotion,from 'Adley'
774,Ashmanaille,lanky Gray,epithet,KEEP,,
780,Mulinda,skinny serving woman,epithet,KEEP,,
781,Satina,plump woman,epithet,KEEP,,
784,Romanda,Yellow Sitter,epithet,KEEP,,
784,Romanda,Sitter,title,KEEP,,Eldest Sitter; by tradition makes pronouncements from the Hall
785,Merilille Ceandevin,Merilille Ceandevin,primary,PROMOTE,promotion,from 'Merilille'
785,Merilille Ceandevin,Gray,epithet,COLLAPSE,article_dup,referred to as the Gray Aes Sedai
785,Merilille Ceandevin,Gray sister,epithet,REVIEW,generic_role,
785,Merilille Ceandevin,slim Gray,epithet,KEEP,,
785,Merilille Ceandevin,slim little Gray sister,epithet,REVIEW,generic_role,
785,Merilille Ceandevin,the Gray,epithet,KEEP,,
785,Merilille Ceandevin,unflappable Merilille,epithet,KEEP,,
785,Merilille Ceandevin,Merilille Sedai,title,DROP,rank_decorated,
786,Abelle,Lord Abelle of House Pendar,title,KEEP,,
787,Luan,Lord Luan,title,DROP,rank_decorated,
787,Luan,Lord Luan of House Norwelyn,title,KEEP,,
788,Ellorien,Lady Ellorien,title,DROP,rank_decorated,
788,Ellorien,Lady Ellorien of House Traemane,title,KEEP,,
790,Havien Nurelle,First Lieutenant,title,KEEP,,
790,Havien Nurelle,Lord Lieutenant,title,KEEP,,Lord Lieutenant in the Winged Guards
792,Idrien Tarsin,Headmistress,title,KEEP,,
794,Herid Fel,Master Fel,title,DROP,rank_decorated,
796,Edarra,Wise One,title,KEEP,,
797,Selande Darengil,Selande Darengil,primary,PROMOTE,promotion,from 'Selande'
799,Anaiyella,High Lady Anaiyella,title,DROP,rank_decorated,
801,Covril,Speaker,title,KEEP,,Referred to as a respected Speaker
803,Nandera,graying Maiden,epithet,KEEP,,
804,Chel Vanin,Master Vanin,title,DROP,rank_decorated,
809,Corelna,green-eyed hawk of a woman with gray heavy in her flaxen hair,epithet,KEEP,,
810,Tialin,lean redhead with a sharp nose,epithet,KEEP,,
812,Sarene Nemdahl,Sarene Nemdahl,primary,PROMOTE,promotion,from 'Sarene'
815,Deira ni Ghaline t'Bashere,Bashere's wife,epithet,KEEP,,
815,Deira ni Ghaline t'Bashere,Lady Deira,title,DROP,rank_decorated,
823,Harine din Togara Two Winds,Ambassador Extraordinary for the Mistress of the Ships to the Atha'an Miere,title,KEEP,,
823,Harine din Togara Two Winds,Ambassador Extraordinary of the Mistress of the Ships to the Atha'an Miere,title,KEEP,,
823,Harine din Togara Two Winds,Wavemistress,title,KEEP,,
823,Harine din Togara Two Winds,Wavemistress of Clan Shodein,title,KEEP,,
823,Harine din Togara Two Winds,Wavemistress to Clan Shodein,title,KEEP,,
827,Zaida din Parede Blackwing,Wavemistress,title,KEEP,,
827,Zaida din Parede Blackwing,Wavemistress of Clan Catelar,title,KEEP,,
830,Jahar Narishma,my pretty,epithet,KEEP,,
830,Jahar Narishma,pretty Jahar,epithet,KEEP,,
830,Jahar Narishma,so-pretty Jahar,epithet,KEEP,,
830,Jahar Narishma,Young Narishma,epithet,DROP,descriptor_epithet,
832,Tervail Dura,Tervail Dura,primary,PROMOTE,promotion,from 'Tervail'
833,Lelaine,Blue Sitter,epithet,KEEP,,
834,Delana Mosalaine,Delana Mosalaine,primary,PROMOTE,promotion,from 'Delana'
834,Delana Mosalaine,Gray Sitter,epithet,KEEP,,
834,Delana Mosalaine,Delana Sedai,title,DROP,rank_decorated,
835,Varilin,Sitter for the Gray,title,KEEP,,
845,Rhadam Asunawa,High Inquisitor,title,KEEP,,
852,Malind Nachenin,Malind Nachenin,primary,PROMOTE,promotion,from 'Malind'
855,Shana,pop-eyed White,epithet,KEEP,,
856,Merana Ambrey,Merana Ambrey,primary,PROMOTE,promotion,from 'Merana'
856,Merana Ambrey,Gray sister,epithet,REVIEW,generic_role,
856,Merana Ambrey,Merana Sedai,title,DROP,rank_decorated,
859,Manel Rochaid,Manel Rochaid,primary,PROMOTE,promotion,from 'Rochaid'
859,Manel Rochaid,Baijan'm'hael,title,KEEP,,self-styled rank meaning Attack Leader in the Old Tongue
861,Seonid Traighan,Seonid Traighan,primary,PROMOTE,promotion,from 'Seonid'
861,Seonid Traighan,Green,epithet,KEEP,,
861,Seonid Traighan,Green sister,epithet,REVIEW,generic_role,
861,Seonid Traighan,pale-cheeked Green,epithet,KEEP,,
861,Seonid Traighan,Seonid Sedai,title,DROP,rank_decorated,
862,Masuri Sokawa,Masuri Sokawa,primary,PROMOTE,promotion,from 'Masuri'
862,Masuri Sokawa,Brown sister,epithet,REVIEW,generic_role,
862,Masuri Sokawa,slender Brown,epithet,KEEP,,
862,Masuri Sokawa,Masuri Sedai,title,DROP,rank_decorated,
863,Kairen,Kairen Sedai,title,DROP,rank_decorated,
864,Rafela Cindal,Rafela Cindal,primary,PROMOTE,promotion,from 'Rafela'
864,Rafela Cindal,Blue sister,epithet,REVIEW,generic_role,
864,Rafela Cindal,plump Blue sister,epithet,REVIEW,generic_role,
864,Rafela Cindal,Rafela Sedai,title,DROP,rank_decorated,
865,Demira Eriff,Demira Eriff,primary,PROMOTE,promotion,from 'Demira'
865,Demira Eriff,Demira Sedai,title,DROP,rank_decorated,
868,Vilnar Barada,Lord Aybara,title,KEEP,,"He uses this title when addressing Perrin, not as his own alias"
868,Vilnar Barada,Underlieutenant sword-sworn to Lord Davram Bashere,title,KEEP,,
872,Milam Harnder,Second Librarian in the Royal Palace,title,KEEP,,
873,Setalle Anan,innkeeper,epithet,REVIEW,generic_role,
873,Setalle Anan,the Anan woman,epithet,KEEP,,
873,Setalle Anan,Mistress Anan,title,DROP,rank_decorated,
874,Tylin Quintara Mitsobar,Tylin Quintara Mitsobar,primary,PROMOTE,promotion,from 'Tylin'
874,Tylin Quintara Mitsobar,Guardian of the Sea of Storms,title,KEEP,,
874,Tylin Quintara Mitsobar,High Lady Tylin,title,DROP,rank_decorated,promised elevation to Blood by Tuon in this chapter
874,Tylin Quintara Mitsobar,Majesty,title,KEEP,,
874,Tylin Quintara Mitsobar,Mistress of the Four Winds,title,KEEP,,
874,Tylin Quintara Mitsobar,Queen of Altara,title,KEEP,,
874,Tylin Quintara Mitsobar,Queen Tylin,title,KEEP,,
874,Tylin Quintara Mitsobar,Throne of the Winds,title,KEEP,,her throne title
874,Tylin Quintara Mitsobar,"Tylin Quintara, by the Grace of the Light, Queen of Altara, Mistress of the Four Winds, Guardian of the Sea of Storms, High Seat of House Mitsobar",title,KEEP,,
877,Faeldrin Harella,Faeldrin Harella,primary,PROMOTE,promotion,from 'Faeldrin'
878,Valinde Nathenos,Valinde Nathenos,primary,PROMOTE,promotion,from 'Valinde'
879,Bera Harkin,Bera Harkin,primary,PROMOTE,promotion,from 'Bera'
879,Bera Harkin,Bera Sedai,title,DROP,rank_decorated,
881,Wildrose,bay mare,epithet,KEEP,,
887,Charl Gedwyn,Charl Gedwyn,primary,PROMOTE,promotion,from 'Gedwyn'
887,Charl Gedwyn,hard-faced man,epithet,KEEP,,
887,Charl Gedwyn,Tsorovan'm'hael,title,KEEP,,self-styled rank meaning Storm Leader in the Old Tongue
889,Rhiale,flame-haired woman,epithet,KEEP,,
894,Someryn,incredibly tall woman,epithet,KEEP,,
894,Someryn,Wise One,title,KEEP,,
900,Toveine Gazal,once a Sitter for the Red,epithet,KEEP,,"Former Sitter, stripped of chair 20 years ago"
904,Elza Penfell,Green sister,epithet,REVIEW,generic_role,
910,Annoura Larisen,Aes Sedai advisor,epithet,KEEP,,
910,Annoura Larisen,beak-nosed Gray sister,epithet,REVIEW,generic_role,
910,Annoura Larisen,Gray advisor,epithet,KEEP,,
910,Annoura Larisen,Annoura Sedai,title,DROP,rank_decorated,
915,Aeldene Stonebridge,Aeldene Stonebridge,primary,PROMOTE,promotion,from 'Aeldene'
916,Daishar,gelding,epithet,KEEP,,
916,Daishar,Glory,epithet,KEEP,,Meaning of the name in the Old Tongue
916,Daishar,roan,epithet,KEEP,,Color description
916,Daishar,tall roan gelding,epithet,KEEP,,
918,Nesta din Reas Two Moons,Mistress of the Ships,title,KEEP,,
918,Nesta din Reas Two Moons,Mistress of the Ships to the Atha'an Miere,title,KEEP,,
918,Nesta din Reas Two Moons,Shipmistress,title,KEEP,,
919,Malin din Toral Breaking Wave,Sailmistress of Windrunner,title,KEEP,,
919,Malin din Toral Breaking Wave,Wavemistress,title,KEEP,,
919,Malin din Toral Breaking Wave,Wavemistress of Clan Somarin,title,KEEP,,
920,Dorile din Eiran Long Feather,Windfinder,title,KEEP,,
920,Dorile din Eiran Long Feather,Windfinder to a clan Wavemistress,title,KEEP,,
920,Dorile din Eiran Long Feather,Windfinder to the Wavemistress of Clan Somarin,title,KEEP,,referred to as serving the Wavemistress of Clan Somarin
922,Mili Skane,fox-faced woman,epithet,KEEP,,
922,Mili Skane,sharp-faced woman,epithet,KEEP,,
922,Mili Skane,the woman with the dagger,epithet,KEEP,,
923,Sareitha Tomares,Brown,epithet,KEEP,,
923,Sareitha Tomares,Brown sister,epithet,REVIEW,generic_role,
923,Sareitha Tomares,the Tairen Brown,epithet,KEEP,,
923,Sareitha Tomares,young Brown,epithet,KEEP,,referred to as young Brown sister
923,Sareitha Tomares,Sareitha Sedai,title,DROP,rank_decorated,
926,Jen,Master Jen,title,DROP,rank_decorated,
927,Carin,Mistress Carin,title,DROP,rank_decorated,
935,Cadsuane Melaidhrin,gray-haired Green,epithet,KEEP,,
935,Cadsuane Melaidhrin,gray-haired sister,epithet,COLLAPSE,article_dup,
935,Cadsuane Melaidhrin,Green sister,epithet,REVIEW,generic_role,
935,Cadsuane Melaidhrin,the gray-haired sister,epithet,REVIEW,generic_role,
935,Cadsuane Melaidhrin,Cadsuane Sedai,title,DROP,rank_decorated,
938,Bertain Gallenne,Bertain Gallenne,primary,PROMOTE,promotion,from 'Gallenne'
938,Bertain Gallenne,one-eyed Captain,epithet,KEEP,,
938,Bertain Gallenne,one-eyed man,epithet,KEEP,,
938,Bertain Gallenne,Lord Captain Gallenne,title,DROP,rank_decorated,
938,Bertain Gallenne,Lord Gallenne,title,DROP,rank_decorated,
