db_file,character_id,primary_name,old_value,new_value,rationale
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,422,Cavan Lopar,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,424,Jurah Haret,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,425,Dermid Ajala,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,430,Darlin,Tairen,Tear,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,92,Bayle Domon,Illianer,Illian,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,224,Nieda Sidoro,Illianer,Illian,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,409,Lord Brend,Illianer,Illian,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,214,Mazrim Taim,Saldaean,Saldaea,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,387,Zarine Bashere,Saldaean,Saldaea,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book3.db,200,Liandrin,Taraboner,Tarabon,Phase 1 demonym normalization: place name not demonym per compound-hierarchy convention.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,4,Rand al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,5,Tam al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,8,Brandelwyn al'Vere,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,9,Matrim Cauthon,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,10,Cenn Buie,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,11,Nynaeve al'Meara,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,12,Wit Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,13,Daise Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,14,Egwene,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,15,Perrin Aybara,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,17,Dav,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,18,Elam Dowtry,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,19,Mistress al'Donel,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,20,Mistress al'Vere,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,22,Haral Luhhan,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,23,Jon Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,24,Ewin Finngar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,27,Rowan Hurn,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,28,Samel Crawe,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,29,Alsbet Luhhan,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,30,Adan al'Caar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,31,Dag Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,32,Hu,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,33,Tad,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,35,Mistress Ayellin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,36,Bili Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,37,Ewal Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,38,Lem Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,39,Bandry Crawe,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,41,Oren Dautry,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,43,Kari al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,45,Abell Cauthon,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,46,Berin Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,47,Mistress Calder,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,48,Darl Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,49,Hari Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,50,Paet al'Caar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,51,Wil,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,52,Eward Candwin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,78,Mavra Mallen,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,94,Mistress Barran,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,112,Master Aydaer,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,4,Rand al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,5,Tam al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,8,Brandelwyn al'Vere,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,9,Matrim Cauthon,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,10,Cenn Buie,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,11,Nynaeve al'Meara,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,12,Wit Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,13,Daise Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,14,Egwene,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,15,Perrin Aybara,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,17,Dav,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,18,Elam Dowtry,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,19,Mistress al'Donel,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,20,Mistress al'Vere,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,22,Haral Luhhan,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,23,Jon Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,24,Ewin Finngar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,27,Rowan Hurn,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,28,Samel Crawe,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,29,Alsbet Luhhan,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,30,Adan al'Caar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,31,Dag Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,32,Hu,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,33,Tad,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,35,Mistress Ayellin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,36,Bili Congar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,37,Ewal Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,38,Lem Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,39,Bandry Crawe,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,41,Oren Dautry,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,43,Kari al'Thor,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,45,Abell Cauthon,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,46,Berin Thane,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,47,Mistress Calder,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,48,Darl Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,49,Hari Coplin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,50,Paet al'Caar,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,51,Wil,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,52,Eward Candwin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,78,Mavra Mallen,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,94,Mistress Barran,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,112,Master Aydaer,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,251,Nela,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,252,Corin Ayellin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book2.db,299,Marisa Ayellin,Two Rivers,"Two Rivers, Andor","Phase 2 Two-Rivers expansion: bare 'Two Rivers' -> 'Two Rivers, Andor' for full village/region/nation hierarchy. Consistent with book-3 application."
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,60,Avin,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,61,Master Fitch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,62,Mutch,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,64,Min,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,68,Mari,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,69,Cinda,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
C:\Users\javie\OneDrive\Documents\Dev_projects\wot-directory\db\wot_book1.db,75,Sara,Baerlon (presumably),"Baerlon, Andor",Phase 3: strip '(presumably)' hedge and apply compound-hierarchy: Baerlon is a town in Andor.
